spectra (nm),reflection
772.43,0.54372315
772.76,0.541488594
773.09,0.540332854
773.41,0.543699512
773.74,0.543178474
774.07,0.543848964
774.39,0.543604915
774.72,0.54016886
775.05,0.543039091
775.37,0.544799761
775.7,0.543376665
776.03,0.543926832
776.35,0.543291742
776.68,0.544585879
777.01,0.544120303
777.33,0.544057003
777.66,0.547858994
777.98,0.548283405
778.31,0.548439001
778.64,0.54870899
778.96,0.547620241
779.29,0.547941445
779.61,0.546451616
779.94,0.547194659
780.27,0.546912544
780.59,0.548518969
780.92,0.548241716
781.24,0.550391996
781.57,0.551417745
781.89,0.552603506
782.22,0.551740194
782.54,0.550933439
782.87,0.550649682
783.19,0.547805372
783.52,0.550066118
783.85,0.550068917
784.17,0.547633807
784.5,0.548636385
784.82,0.548647941
785.15,0.552899605
785.47,0.550953477
785.8,0.548836818
786.12,0.551105396
786.45,0.551490792
786.77,0.550011528
787.1,0.553269869
787.42,0.551775117
787.74,0.547946137
788.07,0.552498706
788.39,0.551874824
788.72,0.550474359
789.04,0.550332742
789.37,0.549952624
789.69,0.550550645
790.02,0.549862897
790.34,0.549957332
790.66,0.552278005
790.99,0.550537829
791.31,0.54911076
791.64,0.551901856
791.96,0.549813697
792.29,0.553197512
792.61,0.553830478
792.93,0.555607997
793.26,0.553534025
793.58,0.555287917
793.9,0.552679006
794.23,0.555900854
794.55,0.554191697
794.88,0.554588929
795.2,0.554773853
795.52,0.552503582
795.85,0.550919866
796.17,0.549721975
796.49,0.549015557
796.82,0.552226679
797.14,0.547513688
797.46,0.551067446
797.79,0.55122474
798.11,0.551660458
798.43,0.547556818
798.76,0.551030282
799.08,0.551485129
799.4,0.547851331
799.73,0.552283866
800.05,0.549953759
800.37,0.549999005
800.69,0.549919746
801.02,0.548828698
801.34,0.546268128
801.66,0.54517684
801.98,0.550708282
802.31,0.545898928
802.63,0.547654105
802.95,0.548676789
803.27,0.547530481
803.6,0.548576933
803.92,0.545334378
804.24,0.545442476
804.56,0.548850372
804.89,0.545800913
805.21,0.548631415
805.53,0.547367725
805.85,0.550726962
806.17,0.552122333
806.5,0.54865093
806.82,0.547937539
807.14,0.549308093
807.46,0.550076494
807.78,0.545973913
808.11,0.550660189
808.43,0.550517663
808.75,0.549455999
809.07,0.54950744
809.39,0.550533123
809.71,0.550113413
810.03,0.551163683
810.36,0.548364404
810.68,0.547270055
811,0.549079414
811.32,0.548589504
811.64,0.549710996
811.96,0.549802501
812.28,0.550382027
812.6,0.546964499
812.93,0.5481312
813.25,0.547502672
813.57,0.55217612
813.89,0.548714055
814.21,0.546786467
814.53,0.548252429
814.85,0.547420775
815.17,0.547385538
815.49,0.546519973
815.81,0.553733563
816.13,0.552557931
816.45,0.55093835
816.77,0.547380395
817.09,0.552080052
817.41,0.551947902
817.73,0.547876227
818.06,0.556614987
818.38,0.551411157
818.7,0.553230664
819.02,0.551924448
819.34,0.558443134
819.66,0.558314132
819.98,0.558525825
820.3,0.558318229
820.62,0.562813231
820.94,0.562865813
821.26,0.559076788
821.57,0.560705625
821.89,0.561908518
822.21,0.563209114
822.53,0.561906696
822.85,0.559040799
823.17,0.561842614
823.49,0.56506623
823.81,0.560643205
824.13,0.561090035
824.45,0.565324257
824.77,0.569305531
825.09,0.569205357
825.41,0.562204305
